id,tweet,prediction
b'8448,in my account til wednesday,1
b'8449,to park at the tweeter center holy crap missed most of cheap trick poison is up next then def,0
b'8450,down the drain because my car got towed,0
b'8451,increase in fees,1
b'8452,worth of jewelry and sweaters for just over how awesome is that,1
b'8453,poorer thanks to an audi transmission,1
b"8454,lonestar pitchers at USER_MENTION if only i wasnt still recovering from last weekends bout of irresponsible gluten consumption,0
b'8455,breakfast yay,1
b'8456,plumbing bill on the plus side i can recommend midwestern plumbing services cincinnati URL,1
b'8457,zoo day tomorrow so stoked,1
b'8458,per day could be very useful check out this free guide you can download URL,1
b'8459,for two more summer classes damn,0
b'8460,tax credit until nov mm mm good,1
b'8461,seems like the most expensive shipping ever whats up with that USER_MENTION anyway i ordered another bag,1
b'8462,quietly gaining today,1
b'8463,sold no running cant win them all i,1
b'8464,squeeze as expected,1
b'8465,stopped out a for a cent loss hmm both my long and my short stopped out today,0
b'8466,hope so time will tell good luck,1
b"8467,closed up today volume almost million lets keep it going,1
b'8468,nice shakeout and support at the although most recent quarter eps disappoints,1
b'8469,i actually did my makeup today whoo went shopping for gifts pretty productive day considering i have a long,1
b'8470,USER_MENTION thank you for the ff too,1
b'8471,days till jonas woo life is sweet,1
b"8472,chivers friends againn xd yay im bored of packing,1
b'8473,christiancuero should of ditched steven for nancy rocha miranda lol,1
b"8474,dannys ending performance was just so beautiful btw i stayed up yesterday i forgot to bring my thumbdrive im the smartest ever,1
b"8475,drew won consecutive games of beer pong till i got tired yancey replaced me p.s im going all in now its now or,1
b'8476,fake jewelry ftfuckinl,0
b'8477,fwah big was closed when we went there just now pftt ima go to bed now gonna wake up in time,1
b'8478,he is not father of any of those kids poor baby,0
b"8479,i cant watch the mtv awards because its am when they start here i will fall asleep it,1
b'8480,i drank milk so now im so sick,0
b'8481,i get a text from everyone except the one person i really wanna talk to why did i fall so hard so quick,0
b"8482,i havent played in forevs so this should be interesting but this will be my last real game ever so im sucking it up soaking it,1
b'8483,i miss u the second u leave,0
b'8484,i mite have to do my own makeup for this thingy tommorow tips requesting coming soon,1
b'8485,id swim the ocean for you,1
b'8486,im in major need of new cookware dinnerware basically im a sucky housewife in the making,0
b'8487,in need of a bowl of pho tai baadd,1
b'8488,it just hit me cause i aint been updating lmaoo daam,1
b'8489,up running now off to some work got a big project working on update u,1
b'8490,james are so sick xander has a cold ear infection in his right ear zoey has it in both,0
b'8491,jm are breaky toons good monday morning,1
b"8492,la crooks familia USER_MENTION follow them theyre down ass nigguhs free USER_MENTION hope you get my artwork soon haha,1
b'8493,may the war begin dnt u guy c what ur doing USER_MENTION ppl are hating on eachother this is,0
b'8494,mood gets worse i should go to sleep i want cuddles i want USER_MENTION,0
b'8495,more cuteness URL sinfest,1
b'8496,my dreams will come truee no matter what,1
b'8497,now chips as a side dish wow im healthy but it is health plus d which actually isnt too healthy,1
b'8498,once again today i am ela funked out,1
b'8499,someone just drove by with trs blasting,1
b"8500,sorry for not teplying to any of u guys yesterday ill reply later,0
b'8501,spammers hate too,0
b'8502,tell me how i managed to get out of my mommy for the day amazing babycakes,1
b'8503,the epic journey has begun monsoon in savannah lost itinerary at gate record breaking min b4 take off good sign hope so,0
b'8504,the feeling is back,1
b'8505,the good feeling of dumping him is turning into sadness y i dont know y mayb bcuz it was my longest relationship ever,0
b"8506,this is exactly why ive decided to just be by myself i stand better alone anyways EMO_POS,1
b'8507,tomorrow going to the doctor to be checked for the fluu,1
b'8508,trolls dog mugs vintage sweaters amazing boots too small and just so much i can sell fuck,1
b'8509,we know its never simple never easy never a clean break no one here to save me,1
b'8510,worst of all my mom refuses to send me to macr,0
b'8511,you know what that phone call today fucking hurt something could have been worked out if given the chance,0
b"8512,im off dykman ugh wanted stay my besties,0
b"8513,it looks like im losing this fight,1
b'8514,going to be so perfect that not even i will know what to do dreams are real anything can become reality ipromise,1
b'8515,now gone cold on the plus side only and a bit months left to go before,1
b'8516,when i see you the butterflies returnn midland rockedd cant wait for my party this summer grounded,1
b'8517,we bought yellow white and i forgot the other one thanks for the birthday money,1
b'8518,playing outside,1
b'8519,i have the stomach flu i love laying in bed when its lyk brewing ahh i loove it,1
b'8520,back USER_MENTION after a divine weekend oerol really miss the feelin of a small vacation with friends en fun,1
b'8521,wont give me a kiss goodnight saad face for days,0
b'8522,went to tha dentist n found out ima get my wisdom teeth pulld out some day,1
b'8523,soo gross outside right now not good summer weather,1
b"8524,gone,1
b'8525,not on kyras list,1
b"8526,gotten closure but maybe closure is just moving being happy id like to be optimistic for once im actually doing,1
b'8527,madly to all my tweet twitters peeps been having pc issues i missed everyone love,0
b'8528,USER_MENTION aww thanks for the lovely follow friday mention,1
b'8529,USER_MENTION have any thoughts on fatherhood wht makes it your guess is as good as mine dude ask your wife or mine,1
b"8530,USER_MENTION anyone have any experience with defining core values for a companys culture that sounds like fun,1
b'8531,USER_MENTION old school pc advertisement the commodore haha URL,1
b'8532,gomna do today making breakfast loove the song boom boom pow black eyed peas,1
b'8533,true acha i prolly wont go the friends r,0
b'8534,trying to figure out this twitter,1
b'8535,trying to open that book to,1
b'8536,tummy,1
b'8537,tummy aches are the,0
b'8538,tummyache bout time exercise cut greasy foods time figure out what do bout wrk hrs im getting ready the ride of a lifetime,1
b'8539,tweet tweet xd follow me,1
b'8540,twitteds dead,0
b"8541,twitter is freezing my poor fucking computer ill be back,0
b"8542,twitter updates on my phone dont wanna work,1
b'8543,twitter i mean youtube on a miley mandy vid,1
b'8544,typing up a couple more tutorials on tweaking wordpress code next post come is how tweak the form style of the subscribe2 plugin,1
b"8545,typo lets try again happy sunday watching the earth was palio,1
b'8546,ugh this week get worse after being packed in my suitcase my ipod display broke some how i hate when things,0
b'8547,ugh just want everything to be,0
b'8548,ugh ready to go,1
b'8549,ugh that is how i feel so far,0
b'8550,ugh,0
b'8551,,1
b'8552,uhh forgot well he ashton is a great actor but he never be a comedian like ahmadinejad can he,1
b'8553,uhm science verry boring and long,0
b'8554,uhoh jersey peeps are arguing so angry,0
b'8555,um yea going back to the doc on thursday for follow up blood tests and to inquire about pain in side damn i am a mess,0
b'8556,umm yea not goin the beach weather sux but earrly a.m i am,1
b'8557,unequivocally yours too my love in your arms night night my prince x x x,1
b'8558,unfortunately was not available as friendly url for facebook so i got URL but i like it EMO_POS,1
b'8559,ur callin me a big dummy see this is y ppl go to a mental housue cuz ppl lik u ruin their livs sayn meanie stuff,0
b'8560,ur damn,0
b'8561,urg i miss,0
b'8562,urghh english,1
b'8563,vacations over,1
b'8564,very,1
b'8565,very happy right now,1
b'8566,very sad half terms over back to school so much to worry about trying to do a stupid project but this girl hasnt sent me her,0
b'8567,very successful,1
b"8568,via USER_MENTION sanjay dutt gets parents name tattooed on chest sanju baba now more retarded URL,0
b'8569,victoria beckham has a hot ass,1
b'8570,vid microwaving a cellphone is surprisingly cool URL,1
b'8571,vs2010 mucked up my files,1
b'8572,wait me here i need to do a work things see u in minutes thats a,1
b'8573,waiting for claire to leave to glendale for the movie tonight then,1
b'8574,wanna do some sessions with ronnie he da bomb u,0
b"8575,want my new mac im getting impatient,0
b'8576,wanted to see a matchup oh well go lakers,1
b'8577,wants to go on ajax experience URL,1
b'8578,ur boring got no reason to harsh words thank u mother,0
b'8579,the power of rofl,1
b'8580,down there,1
b'8581,i buy you with my are going in the,1
b'8582,i come you naked come lol oh i love john gosselin,1
b'8583,is not on schedule bad news,0
b"8584,a stevie gabe just called me sleepypants gaby,1
b'8585,honey i like this kind of weather when with i love this part heey maika marry me,1
b'8586,sempuh ya khalisha well starts missing you bar,1
b'8587,stars and losing,0
b"8588,stars and losing shadows peter pan and wendy turned out fine so wont you fly with,0
b'8589,on yer man ma how you get a oh pharell,1
b"8590,your life is a cavalcade of he says whine im not nerdprom2 i cant evn stream it on my obsolete iphone,0
b'8591,on get higher loosen my lips faith and desire the swing of your hips just pull me down hard and drown me in nice,1
